arsenic,dist,assoc,educ,switch
0.6,44.194,1,10,0
0.59,23.355,1,0,0
0.46,2.413,0,5,1
0.48,10.526,0,0,0
0.62,21.898,0,0,0
0.2,2.255,0,0,0
1.15,30.465,0,8,1
0.83,17.371,0,8,0
0.76,33.508,0,8,1
0.88,39.974,0,5,0
0.63,19.921,0,4,0
0.05,5.85,0,0,0
0.59,26.665,0,9,0
0.62,39.163,1,5,0
0.63,38.941,1,5,0
0.6,47.774,0,8,0
0.45,12.004,0,0,0
0.77,40.544,0,0,1
0.49,6.428,0,0,0
0.36,6.756,1,5,1
0.37,3.774,1,3,0
0.33,8.496,1,7,1
0.7,16.605,1,5,1
0.77,28.255,1,0,0
0.43,8.688,1,5,1
0.31,15.024,1,5,1
0.27,10.303,1,10,0
0.72,26.049,0,0,1
0.44,4.614,0,0,0
0.53,17.376,1,3,0
0.37,7.812,1,0,0
0.18,3.58,1,5,0
0.51,11.405,1,5,0
0.35,2.002,1,5,0
1.29,18.48,0,5,1
0.05,18.47,1,8,0
0.4,22.439,1,5,0
0.48,6.131,1,8,0
2.55,10.777,0,5,1
0.52,32.583,1,3,0
0.32,13.673,1,5,0
0.05,9.299,1,5,0
0.67,35.808,1,3,0
0.55,41.113,1,4,0
0.49,8.217,1,0,0
2.31,18.438,0,2,1
0.71,22.814,1,0,0
0.82,13.785,1,5,1
1.15,19.336,1,5,1
0.08,2.599,0,2,0
0.05,3.42,0,2,1
0.05,3.746,1,0,0
0.25,11.893,0,4,1
0.05,5.923,0,8,1
0.05,6.964,1,5,0
0.26,9.601,1,2,0
0.34,4.506,1,4,0
0.71,98.033,0,8,0
0.52,153.728,0,5,0
0.41,10.064,1,2,0
0.44,1.426,1,3,0
0.91,36.916,0,3,0
0.51,35.728,0,5,0
0.2,20.149,0,4,0
0.33,5.487,0,5,0
1.92,23.78,1,5,1
0.28,24.263,1,5,0
0.55,14.901,1,8,0
0.05,10.15,0,5,0
0.45,6.422,1,9,0
0.41,8.252,1,9,0
0.4,9.751,0,9,0
0.5,6.022,1,0,1
0.66,13.146,0,5,0
0.95,61.774,0,5,0
1.63,65.815,1,5,0
1.14,83.247,1,4,0
0.7,106.494,1,5,0
0.68,125.142,0,6,0
0.62,49.078,1,2,0
0.15,13.028,1,6,1
1.45,71.476,1,0,0
2.03,85.64,1,0,1
0.95,130.912,0,4,0
1.8,68.008,1,0,0
2.32,68.176,1,0,1
1.32,93.945,1,5,1
1.42,68.519,1,5,0
1.01,77.896,1,5,0
1.02,105.094,1,5,0
0.7,115.763,0,8,0
1.29,128.246,1,2,0
2.35,130.209,1,0,0
1.35,73.87,1,4,0
1.75,57.775,0,6,1
0.4,4.879,0,0,0
0.84,56.623,0,5,0
1,14.17,1,5,0
0.48,8.689,1,4,0
1.27,17.855,1,5,0
1.68,30.821,0,5,1
2.58,39.808,0,5,1
1.83,43.954,1,5,0
1.86,28.161,0,0,0
2.05,50.347,1,3,0
1.12,16.29,1,0,1
1.86,17.767,1,5,0
1.99,18.049,1,4,1
0.09,7.888,1,6,0
1.47,39.136,1,7,1
2.22,14.305,0,10,1
1.16,26.675,0,3,1
0.6,31.061,1,2,1
1.62,30.532,1,5,1
0.05,8.786,1,4,0
1.51,27.989,1,5,1
0.05,17.098,1,8,0
0.33,4.593,0,4,0
0.2,16.177,0,4,0
0.27,20.368,1,5,0
0.05,11.68,1,8,0
0.91,11.031,1,5,1
0.05,6.27,1,0,0
0.67,12.234,1,5,1
0.35,2.748,1,8,0
0.43,12.024,1,0,0
0.47,6.413,0,11,0
0.81,24.004,1,10,1
0.29,8.328,0,3,0
0.05,9.992,0,3,0
0.11,12.039,1,0,0
0.05,16.28,1,9,0
0.5,7.587,1,0,1
0.23,18.78,0,0,1
0.37,1.709,1,0,0
0.05,6.378,0,5,0
0.18,1.072,1,3,0
0.4,11.292,0,0,1
0.3,6.775,1,0,0
0.05,8.108,1,6,0
1.25,14.787,1,0,1
1.12,22.002,1,0,0
0.05,4.389,0,5,1
1.58,11.813,1,5,1
0.71,13.714,1,0,0
0.45,4.753,1,11,1
0.15,3.909,1,1,1
0.43,7.112,1,4,0
0.23,5.094,1,1,0
0.35,3.677,0,6,0
2.53,24.884,1,5,0
1.1,6.469,1,6,1
0.15,7.668,1,1,0
0.15,6.427,0,5,0
0.06,13.602,0,11,1
0.24,9.721,1,0,0
0.41,5.167,1,0,0
0.35,5.405,1,0,0
0.29,9.937,1,0,0
0.29,7.763,1,0,0
1.7,24.223,1,5,1
0.54,10.461,0,5,0
1.13,42.011,0,5,0
0.51,24.833,1,12,0
0.52,19.502,0,10,0
0.41,17.875,0,8,1
0.34,2.89,0,5,0
0.6,77.108,1,0,0
0.76,77.885,1,2,0
1.09,85.787,1,0,0
1,74.911,1,4,1
0.61,100.539,0,0,0
1.13,125.597,1,3,0
0.86,113.699,1,3,0
1.01,119.941,1,4,0
0.62,94.72,1,2,1
1.22,135.91,1,3,0
0.58,78.978,1,2,0
0.63,87.908,1,5,0
0.76,88.866,1,6,0
0.78,59.525,1,0,1
0.12,4.701,0,5,0
1.11,57.139,1,10,0
1.36,53.832,0,0,0
0.56,68.345,1,3,1
0.74,43.112,0,0,0
0.05,5.082,1,5,0
0.43,6.252,0,5,1
0.54,9.95,0,0,0
1.01,6.646,1,0,1
0.45,3.557,1,5,1
0.17,34.735,1,15,0
0.73,38.92,0,5,1
1.17,59.599,1,0,1
0.61,43.186,1,0,1
0.83,9.946,1,0,1
1.09,41.942,1,0,1
0.38,14.222,1,12,0
0.41,12.907,1,0,0
0.45,5.008,1,2,1
0.18,8.435,1,5,1
0.47,9.364,1,2,1
0.64,13.636,0,4,1
0.51,29.362,1,0,1
0.07,7.511,1,0,1
0.79,16.89,1,3,1
0.35,7.377,1,0,1
0.47,11.247,1,3,0
0.05,3.414,1,6,0
0.34,12.639,1,9,0
0.19,9.507,1,8,0
0.06,1.565,1,5,0
0.22,8.609,1,7,1
0.37,2.338,1,10,1
0.3,9.034,0,14,0
1.33,31.152,0,12,0
0.34,11.081,1,3,0
1.83,18.522,1,6,1
2.18,43.417,1,4,1
0.18,13.31,1,9,1
2.27,15.607,1,3,0
0.49,6.72,1,4,0
0.27,8.063,0,8,0
0.95,4.711,1,3,1
0.52,43.862,0,5,1
0.84,58.439,1,4,1
0.07,4.325,1,6,1
0.09,7.207,0,12,1
1.08,14.988,1,2,1
0.35,22.749,1,5,0
0.05,6.664,1,0,0
0.45,4.555,1,6,0
0.49,16.482,1,9,0
0.35,3.924,1,4,1
0.61,25.139,1,2,1
0.33,3.342,1,8,0
2.83,7.277,1,8,0
0.6,27.895,1,3,1
2.51,36.083,1,7,0
1.04,35.058,1,5,1
0.27,3.959,1,10,0
1.36,30.508,0,10,1
1.91,20.892,0,4,1
0.47,7.675,1,6,0
0.05,8.964,1,0,0
0.1,5.167,1,4,0
0.68,33.996,1,4,1
0.74,39.145,1,3,1
0.78,37.222,1,6,0
0.72,3.525,0,6,0
0.51,23.205,0,5,0
1.66,31.993,1,7,0
1.17,43.76,1,4,0
1.47,51.63,0,3,0
1.8,51.696,1,6,0
2.05,19.67,1,8,1
0.77,32.216,1,3,1
1.31,74.081,1,9,1
0.75,53.544,1,10,0
1.21,37.105,1,4,0
0.75,65.21,1,5,0
0.71,32.769,1,0,1
1.59,14.941,1,3,1
0.85,29.202,1,3,1
0.77,16.967,1,8,1
0.47,4.837,1,8,0
0.41,7.375,1,5,0
1.55,53.69,0,4,1
0.34,7.117,0,8,0
0.49,4.945,0,10,0
0.61,22.767,1,8,1
0.58,47.676,0,11,0
0.64,49.689,1,4,0
0.96,60.828,1,5,1
0.7,24.249,1,10,1
1.37,19.613,1,7,1
0.81,31.069,1,6,0
0.2,13.634,0,8,0
0.19,4.711,1,5,0
0.05,4.63,1,0,0
0.82,20.103,0,3,1
0.23,8.02,1,7,1
0.38,11.362,1,5,1
1.14,10.946,1,5,1
0.1,6.658,0,0,0
0.21,5.342,1,10,0
0.61,19.054,0,0,1
0.54,9.104,1,12,0
1.08,57.24,1,8,1
1.04,78.851,1,3,1
0.84,103.643,0,3,0
0.58,100.73,1,4,0
0.57,104.691,0,3,0
0.23,21.731,1,5,0
0.52,37.552,1,3,0
0.16,7.56,0,0,0
0.43,8.093,0,2,0
0.58,27.718,1,0,0
0.4,29.421,1,5,0
0.28,33.938,1,0,0
0.4,11.468,1,5,0
0.41,4.519,1,0,0
0.64,10.203,1,0,0
0.12,6.005,1,0,0
0.53,9.609,1,0,0
0.81,14.147,1,7,0
0.28,1.839,1,5,0
0.05,8.721,1,3,1
0.53,48.745,1,4,0
1.28,24.303,1,10,1
0.76,36.984,1,11,1
1.39,42.231,0,10,1
2.51,28.277,0,10,1
1.68,29.779,1,6,1
1.63,71.518,1,6,1
2.27,69.31,1,12,1
1.47,30.083,1,11,1
2.86,40.372,1,5,1
1.93,47.159,1,8,1
1.42,125.308,1,16,1
3.08,112.677,1,12,1
1.87,95.2,0,12,1
0.37,7.18,1,8,0
0.88,17.257,1,7,1
1.25,19.02,1,8,1
2.85,54.856,1,4,1
2.38,50.99,1,12,0
0.7,41.071,1,0,1
0.05,2.333,0,5,0
1.02,16.385,1,14,1
0.05,8.375,1,14,0
0.05,6.571,1,5,0
0.05,11.037,1,5,0
0.56,48.272,0,12,1
0.05,23.555,1,5,0
1.27,29.355,0,5,1
0.05,19.28,1,5,0
1.87,31.667,1,5,1
1.18,19.138,0,16,1
0.14,2.959,0,14,0
1.7,66.476,0,7,1
1.6,49.449,1,12,1
1.31,29.807,1,10,1
1.28,59.88,1,5,1
0.8,84.723,1,12,1
2.08,93.494,0,12,1
2.16,114.147,1,12,1
1.07,83.49,0,14,1
1.94,66.802,1,5,1
0.83,21.797,0,3,1
1.25,26.561,0,8,1
0.05,7.503,1,6,0
0.32,6.352,0,5,1
1.06,5.363,0,4,0
0.47,14.586,1,12,0
0.05,7.095,0,13,1
0.42,6.845,1,12,1
1.52,87.324,0,5,0
1.66,98.115,0,10,0
1.4,79.593,0,10,1
1.17,52.15,0,10,1
0.07,8.665,0,16,0
0.05,9.618,0,16,0
0.05,12.933,0,13,0
0.05,5.547,0,12,0
1.21,43.248,0,12,1
0.05,7.467,0,10,0
0.65,21.217,0,5,0
0.24,10.464,1,2,0
0.51,26.411,1,12,0
1.11,45.856,0,15,1
0.75,64.474,1,5,1
1.28,16.523,0,16,0
1.31,38.339,0,10,1
0.05,12.209,0,9,0
1.03,15.757,1,10,1
1.33,20.253,1,8,0
1.7,12.642,1,12,1
0.29,4.177,1,10,1
1.1,34.917,0,8,1
0.25,15.393,0,10,0
0.05,8.102,1,8,0
0.12,8.403,1,7,0
0.91,30.072,1,7,0
0.81,40.913,0,12,0
0.89,48.761,0,3,0
0.05,16.339,0,10,0
0.12,1.704,0,12,0
0.43,10.248,1,10,1
0.05,3.749,1,9,0
0.07,11.196,0,10,0
0.6,16.069,0,10,1
0.8,33.548,1,8,0
0.09,6.135,0,5,0
0.87,13.946,0,11,0
0.05,8.489,0,11,0
0.05,13.365,0,11,0
1.1,34.465,1,1,1
0.06,14.064,1,9,0
0.82,45.396,0,10,1
0.09,6.428,1,12,0
0.62,18.725,0,15,1
0.85,18.581,0,15,1
0.93,29.633,0,17,1
0.05,3.663,0,10,0
0.05,4.037,0,13,0
0.6,33.879,0,15,1
0.13,21.32,0,17,0
0.74,101.9,1,5,0
1.68,88.781,0,8,1
0.9,85.063,0,8,1
1.98,66.339,0,10,1
2.03,78.429,1,5,1
1.86,74.573,1,5,0
1.78,58.095,0,5,1
0.4,2.32,1,8,1
1.11,18.821,0,14,0
0.7,34.742,0,10,0
0.98,47.406,0,16,0
1.07,75.413,1,5,0
1.43,82.403,0,7,0
0.85,97.849,1,5,0
1.07,34.391,1,5,0
1.69,95.574,1,6,0
1.35,59.21,1,5,1
0.37,5.394,0,8,0
1.02,14.363,0,8,0
1.14,109.663,1,5,0
1.02,101.965,1,8,0
2.56,95.599,1,7,0
1.62,87.853,1,8,0
1.15,67.455,1,12,1
0.69,78.987,0,15,1
1.06,28.303,0,8,0
0.98,4.728,1,0,0
1.15,22.597,1,5,0
1.36,33.004,0,15,0
1.04,36.597,0,8,0
1.5,33.265,1,0,1
1.19,47.697,0,12,1
1.22,63.728,0,0,0
0.83,125.563,1,5,0
1,127.884,1,4,1
0.65,112.771,0,5,0
0.98,106.364,0,5,0
0.58,92.748,1,15,1
0.52,72.85,0,5,0
1.38,74.074,0,6,0
0.45,5.093,1,7,0
0.63,9.444,0,5,1
0.27,5.306,0,7,0
0.54,21.593,0,6,1
0.54,32.026,0,9,0
0.72,28.875,0,5,1
0.57,22.667,0,5,0
0.77,23.37,0,5,1
0.62,56.871,1,0,0
0.81,77.499,1,5,0
0.72,60.863,0,14,1
0.8,30.912,0,10,0
0.24,12.363,0,5,0
0.15,3.474,0,7,0
0.43,12.306,0,7,0
0.43,4.725,0,0,0
0.46,2.039,0,10,0
0.42,14.181,0,5,0
0.35,9.646,0,5,0
0.21,7.593,1,11,0
0.16,7.957,1,11,0
0.15,15.203,1,5,0
0.25,3.78,1,7,0
0.34,7.738,0,0,0
0.27,11.552,0,4,0
0.38,9.825,1,3,0
0.16,2.829,0,4,0
0.18,7.699,0,2,0
0.28,3.622,0,5,0
0.26,9.153,1,5,0
0.1,9.192,1,3,0
0.2,6.61,0,5,0
0.29,3.669,0,3,0
0.15,4.462,1,7,0
0.22,6.869,0,5,1
0.28,4.133,1,3,0
0.28,5.216,1,5,0
0.11,5.577,0,17,1
0.3,4.972,1,5,0
0.36,8.706,0,10,0
0.75,34.167,1,8,1
0.23,17.601,0,5,0
0.12,11.486,0,5,0
0.11,8.666,0,6,0
0.05,5.903,1,5,0
0.06,10.651,0,5,0
0.86,86.438,1,0,1
1.58,100.315,1,5,1
1.18,110.008,0,9,1
3.51,97.514,1,0,0
3.12,62.287,1,4,0
1.86,29.915,0,5,1
0.45,10.461,0,5,0
2.27,8.29,1,5,0
2.77,25.744,1,5,0
1.63,50.025,1,7,0
1.5,45.37,0,7,1
1.11,20.622,0,8,1
0.39,12.273,0,8,0
2.04,26.105,0,5,1
0.86,20.946,0,4,1
0.41,36.046,0,6,1
0.48,4.135,1,5,1
1.05,40.953,1,6,1
1.33,29.649,0,8,1
1.06,52.683,0,8,1
1.28,48.661,0,6,1
0.89,57.467,0,6,1
1.03,32.14,0,5,1
0.63,62.685,0,7,1
1.66,62.431,0,8,1
1.05,69.533,1,7,0
1.44,70.13,1,6,1
1.64,72.137,1,9,0
2.93,69.888,0,5,1
1.77,88.775,0,15,1
2.81,104.304,0,7,1
3.77,83.222,1,7,1
1.47,1.905,0,12,1
1.16,20.308,0,8,1
0.85,26.512,0,6,1
2.74,36.538,0,14,1
1.88,20.817,0,14,1
2.19,4.113,0,10,1
1.35,29.08,0,10,1
3.25,13.241,0,5,1
2.92,37.88,0,5,1
2.95,52.477,0,14,1
0.39,8.389,0,7,0
0.46,15.435,1,6,0
1.19,17.043,0,8,1
2.61,20.639,0,8,1
3.37,19.421,0,5,1
0.49,14.725,1,7,0
0.2,6.903,0,6,1
0.58,17.154,1,7,1
0.78,5.542,1,10,1
0.58,16.127,1,6,1
0.5,9.929,1,7,0
2.69,23.249,1,7,1
1.66,26.008,1,6,1
1.83,22.063,0,12,1
1.76,27.543,0,10,1
0.49,5.558,1,5,0
2.91,13.659,1,6,1
0.75,16.727,1,6,1
3.22,14.513,0,15,1
0.41,3.741,0,15,0
2.29,3.499,0,12,1
1.75,11.932,0,15,1
2.33,8.695,0,10,1
2.73,10.09,0,12,1
1.3,20.387,0,16,1
1.79,23.928,0,15,1
1.84,18.436,0,10,1
1.6,26.535,0,12,1
1.56,21.634,0,7,1
0.14,7.595,0,10,0
0.21,5.996,0,12,0
0.2,6.302,1,5,0
0.26,6.468,1,7,0
0.07,4.062,1,5,0
0.08,5.27,1,6,0
0.11,2.351,1,6,0
0.05,1.981,1,6,0
0.27,5.756,0,7,0
3.11,25.398,0,7,1
2.78,21.835,1,5,1
4.35,36.181,0,8,1
4.07,31.153,0,7,1
0.11,3.014,1,7,0
0.07,23.406,1,5,0
0.29,7.309,1,12,0
0.4,6.738,0,12,1
0.81,0.699,0,10,1
2.87,63.194,0,7,1
3.31,34.946,0,10,1
0.93,34.493,1,8,1
1.28,27.676,0,10,1
3.03,34.549,1,8,1
0.43,13.636,0,10,1
5.19,16.215,0,5,1
5.04,28.511,1,5,1
0.56,37.178,1,4,0
0.56,44.311,0,5,0
1.64,39.38,1,1,0
1.2,26.818,0,0,1
0.57,14.844,1,1,0
1.7,28.686,0,5,0
1.29,70.551,0,5,0
0.39,10.358,1,8,0
0.56,9.242,0,0,1
0.3,12.157,0,5,0
0.23,7.696,0,5,0
0.51,12.541,0,5,0
0.97,30.716,0,5,0
0.85,38.132,0,5,0
0.97,61.127,0,5,0
1.04,62.43,1,6,1
1.32,39.985,1,5,0
0.71,30.831,0,7,0
0.81,31.91,0,6,0
0.05,4.992,0,10,0
2.62,35.82,1,3,0
0.05,19.308,1,4,0
0.73,26.715,1,4,1
0.62,31.712,1,4,1
0.64,8.732,1,0,1
0.35,17.355,1,5,0
0.86,20.878,1,0,1
0.74,14.489,1,8,0
0.47,14.227,0,9,0
0.56,21.673,0,8,1
0.05,2.254,1,6,0
0.05,13.856,0,5,0
0.05,7.484,0,5,1
0.24,7.503,1,5,0
0.07,12.486,1,4,0
0.07,10.289,1,4,0
0.51,8.198,1,3,1
0.47,8.523,1,5,0
0.34,9.033,1,6,0
0.24,17.853,1,6,0
1.2,10.727,1,6,1
3.35,12.916,0,7,1
0.56,8.629,1,7,0
0.34,14.645,0,10,1
0.61,20.487,0,13,1
0.26,6.905,0,5,0
0.8,15.302,0,8,1
0.1,13.046,0,6,1
0.25,25.152,0,6,0
0.32,11.27,1,8,1
0.29,15.275,1,5,0
0.44,14.407,1,5,0
0.74,26.055,1,6,1
0.69,15.908,1,7,0
0.73,11.264,1,5,0
0.05,7.107,1,5,0
0.45,17.476,1,6,0
2.78,25.896,1,7,1
0.05,14.098,1,8,0
0.05,17.027,1,5,0
1.71,20.695,1,5,1
0.66,34.751,0,13,1
0.75,51.494,0,8,1
0.75,58.796,1,7,1
0.86,48.855,1,6,1
1.01,33.917,1,7,1
1.02,36.435,1,5,1
0.17,10.292,1,6,1
1.33,9.871,1,6,1
0.8,28.11,1,5,1
0.53,41.885,1,5,1
0.48,15.756,1,5,0
0.31,12.631,1,7,0
0.5,9.091,1,5,0
0.5,8.943,1,12,0
0.1,13.123,1,7,0
0.09,11.457,0,10,0
0.08,6.976,0,10,0
0.6,30.957,0,6,0
0.63,109.764,1,8,0
0.54,108.004,1,5,0
0.66,104.556,1,6,1
1.49,72.164,0,10,1
0.8,26.561,1,12,1
0.68,43.867,0,10,1
0.89,55.173,0,7,1
2.19,44.629,0,10,1
0.63,31.381,0,12,1
1.04,19.081,1,7,1
1.27,21.32,1,12,1
0.29,12.956,1,10,0
0.05,11.8,1,7,0
2.1,116.279,1,7,1
1.63,178.412,0,14,1
1.45,129.889,1,8,1
0.07,12.463,0,10,0
1.11,13.553,0,12,1
1.51,25.544,1,8,1
2.38,39.95,0,12,1
0.47,20.4,0,14,0
2.5,36.915,0,12,1
1.43,37.995,0,8,0
0.78,59.743,1,6,1
0.65,70.756,1,6,0
0.72,5.478,1,6,0
0.29,14.233,1,12,0
0.48,11.019,1,9,0
0.08,12.925,0,5,0
0.07,0.836,0,5,0
0.78,35.008,0,16,0
0.41,5.82,0,5,0
0.57,9.886,0,5,0
0.49,13.222,0,5,0
0.31,9.599,0,0,0
0.63,26.492,1,5,1
0.18,12.53,1,6,0
0.45,8.539,1,6,0
0.05,4.824,1,6,0
0.33,4.676,1,7,1
0.53,34.837,1,5,0
0.28,8.705,0,10,0
2.69,5.781,0,10,1
2.6,10.594,1,7,0
2.95,23.633,0,15,0
1.46,40.465,0,15,0
1.39,34.454,0,10,0
0.73,20.918,1,10,0
0.25,7.724,1,8,0
0.06,14.788,0,14,1
0.12,9.683,0,10,0
0.24,5.46,0,17,0
0.42,13.601,0,14,0
0.6,19.062,1,10,0
3.56,76.854,0,8,1
1.5,59.508,1,6,0
0.64,46.978,0,4,1
0.62,14.404,0,5,1
0.21,11.363,0,0,0
1.39,10.443,1,3,0
1.66,30.969,0,4,1
2.22,57.443,0,5,1
3.77,28.545,1,6,0
0.16,10.106,1,6,0
3.26,51.359,0,0,0
3.87,53.298,0,10,1
1.27,11.655,0,5,1
3.97,16.798,0,5,1
0.23,3.54,0,5,0
0.2,5.664,0,9,0
0.13,12.189,1,5,0
2.04,148.818,1,5,0
0.95,54.894,1,4,0
2.16,54.967,1,4,1
1.27,55.036,0,5,1
0.98,58.463,1,7,1
0.9,41.779,1,3,1
1.06,6.604,1,5,1
1.35,12.759,1,5,1
1.18,10.73,1,5,1
1.15,19.76,1,6,1
1.17,33.838,1,0,1
0.89,63.045,1,3,1
1.11,39.917,1,8,0
1.54,107.337,1,6,0
0.63,61.92,0,0,0
0.72,60.501,1,9,1
0.32,13.517,0,5,0
0.62,55.453,0,8,1
0.32,5.836,0,12,0
0.28,8.273,0,5,0
0.57,40.342,1,5,1
0.73,37.836,1,7,0
0.32,18.546,1,7,0
0.62,32.123,0,10,0
0.59,5.643,0,12,0
0.36,18.222,1,10,0
0.49,17.913,1,7,0
0.85,12.884,1,6,0
4.28,25.581,0,14,1
0.69,84.684,1,7,0
0.57,6.577,0,7,0
0.72,24.087,0,10,0
0.74,22.638,1,7,0
0.25,15.952,1,10,0
0.86,29.954,0,7,0
0.19,6.155,0,12,0
1.12,6.875,0,8,1
0.06,23.449,1,10,0
0.4,22.564,1,7,1
0.16,5.933,1,7,0
0.08,7.956,0,10,0
0.05,4.424,0,12,0
0.54,25.724,0,8,0
0.05,6.656,0,7,0
0.21,4.666,0,8,0
1.14,29.498,0,9,0
0.76,40.279,0,5,0
0.68,37.829,0,7,0
0.48,7.72,1,9,0
0.62,23.49,0,7,0
0.41,12.157,1,8,1
1.18,31.033,1,0,0
1.03,32.101,1,6,0
3.13,114.001,1,6,0
3.01,76.177,1,8,0
3.08,76.57,0,7,0
2.99,58.899,1,4,0
2.7,47.384,1,2,0
3.78,39.156,1,6,0
0.05,9.235,0,12,0
1.87,40.834,0,10,1
1.35,14.712,1,8,1
1.11,25.705,0,6,0
0.26,16.543,0,10,0
0.05,12.962,0,6,1
0.05,10.289,0,5,0
0.67,48.584,0,5,0
0.29,3.18,0,5,0
0.5,4.919,0,7,0
2.59,50.919,1,2,0
0.4,19.349,1,15,0
0.1,18.679,1,8,0
1.09,46.752,0,5,0
0.85,39.67,0,0,0
0.46,11.766,0,5,0
3.02,136.127,0,5,0
3.57,4.755,1,5,1
0.69,56.059,0,4,0
0.46,16.276,0,10,0
1.72,43.39,1,8,1
0.79,58.626,0,5,0
0.76,31.401,0,12,1
0.11,6.089,0,10,0
0.43,16.919,0,12,1
0.06,18.984,0,10,1
1.39,18.288,0,12,1
0.15,4.221,0,12,0
2.91,12.748,0,12,1
0.92,17.926,0,8,1
0.47,15.554,0,12,0
0.58,15.887,1,8,1
0.05,13.88,0,10,0
0.22,4.203,0,9,1
0.05,5.105,0,9,0
0.05,16.431,1,10,0
0.05,13.816,0,9,0
0.05,6.352,0,14,0
1.38,14.612,0,5,1
0.05,19.212,0,9,0
0.42,14.485,0,10,1
0.05,9.375,0,5,0
0.05,13.434,1,8,0
0.55,32.462,1,10,0
1.29,180.44,0,0,0
2.88,136.428,0,0,0
1.54,195.184,0,10,1
2.25,134.001,1,6,0
0.92,18.576,1,5,0
0.25,17.744,1,4,0
2.02,19.857,1,6,1
0.05,11.793,1,7,1
1.88,5.504,1,6,1
1.72,44.812,1,7,1
0.27,4.99,1,7,1
0.28,10.795,1,10,0
0.42,12.65,0,10,0
0.5,4.251,1,10,1
0.38,18.76,1,6,0
0.57,33.339,0,10,1
0.45,6.828,1,14,0
0.13,8.474,1,10,0
0.3,2.073,1,7,0
0.63,19.607,0,12,1
0.28,3.883,0,0,0
0.46,6.021,0,12,0
0.17,7.247,1,0,0
0.25,10.618,1,6,0
0.05,13.267,1,6,1
0.05,14.064,1,11,0
0.05,5.758,1,7,0
0.27,9.629,1,6,0
1.28,9.876,1,5,1
1.21,43.708,0,5,0
1.65,58.849,0,9,1
0.91,68.034,0,5,0
1.14,49.869,0,4,0
0.97,33.163,0,5,0
1.05,10.254,0,8,0
0.82,27.155,0,0,0
1.12,43.123,0,3,0
0.48,18.153,0,9,0
1.26,62.252,0,5,0
0.02,4.872,0,15,0
0.02,11.215,0,5,0
0.02,4.562,0,15,0
0.31,13.668,1,5,0
0.79,23.359,1,0,1
1.16,28.402,1,0,0
2.89,48.616,1,0,1
0.14,11.574,0,8,0
2.39,34.295,0,14,0
2.2,41.99,0,12,0
0.16,13.71,0,5,0
7.15,15.801,0,5,1
0.23,9.149,0,5,0
0.06,5.754,0,5,0
1.32,18.697,0,4,0
0.89,23.778,0,8,1
0.79,32.151,0,3,0
2.27,10.4,0,6,1
0.45,6.216,1,3,0
1.26,44.472,0,5,1
0.36,8.601,0,0,0
0.5,5.742,0,0,0
0.26,11.756,0,0,0
0.35,7.239,0,0,1
0.18,10.305,1,10,0
0.58,6.503,0,5,0
0.28,8.915,0,6,0
0.2,1.67,1,5,0
3.75,74.367,1,5,1
3.93,63.595,0,0,1
2.61,60.575,0,0,1
3.22,41.3,0,0,1
0.39,9.098,0,15,0
0.89,22.059,0,6,0
1.15,26.646,1,2,0
0.35,9.474,1,3,0
0.04,9.709,1,5,0
0.04,5.565,0,8,0
0.04,7.629,1,7,0
0.03,3.653,0,5,0
0.19,20.556,0,0,0
0.04,23.56,0,9,0
0.65,9.475,0,9,1
0.02,10.709,0,12,0
0.03,3.861,0,12,0
0.03,5.118,0,7,0
0.05,11.638,0,0,0
0.72,30.187,0,6,0
0.32,12.097,0,5,0
0.69,36.207,1,4,0
1.41,49.649,0,5,0
1.34,80.911,0,8,0
2.06,51.763,0,5,0
0.03,6.881,1,0,0
0.11,11.837,0,5,0
3.14,26.228,0,10,1
2.42,20.138,0,10,1
0.23,3.501,0,5,1
0.13,9.575,0,5,0
0.58,11.872,1,6,0
0.98,35.509,0,0,0
1.58,39.078,0,10,1
0.63,32.666,0,3,0
0.36,16.507,1,3,0
0.79,20.658,0,8,1
0.65,57.621,0,1,0
0.49,8.822,0,12,0
0.32,10.96,0,0,0
0.35,12.813,1,8,0
2.31,49.901,0,0,0
1.9,27.45,0,0,0
3.34,31.455,0,7,0
0.02,2.401,0,8,0
0.01,2.992,0,4,0
0.02,2.542,1,5,0
0.02,5.727,0,5,0
0.03,12.428,1,3,0
0.1,10.42,1,5,0
0.14,2.995,0,5,1
0.01,5.415,0,5,0
0.13,6.91,0,5,0
0.69,29.573,0,0,1
1.31,17.44,0,0,0
0.66,29.087,0,0,0
0.27,15.715,1,0,1
0.33,10.79,1,0,0
0.14,6.102,0,5,0
0.51,12.775,0,0,0
0.91,15.818,0,0,1
0.75,41.556,1,0,0
0.97,7.778,1,0,0
0.55,15.423,1,0,0
0.03,10.537,1,0,0
0.02,12.029,0,5,0
0.01,11.672,1,0,0
0.01,9.065,1,5,0
0.04,10.365,1,12,0
0.05,7.168,0,5,0
0.26,1.795,0,3,0
0.14,7.182,1,3,0
0.13,1.375,0,8,0
0.07,11.451,0,4,0
0.17,4.939,1,0,0
0.14,4.239,0,10,1
0.03,5.55,0,0,0
0.09,8.258,1,11,0
0.09,1.159,1,10,1
4.67,55.694,0,8,1
0.63,75.774,0,8,1
0.26,8.738,1,10,0
0.89,52.446,0,9,1
0.28,17.252,0,8,0
0.03,4.624,0,2,0
0.28,8.759,0,4,0
1.55,47.434,0,6,1
0.57,75.797,0,4,1
